math_reading_score,treatment,BYHMWRK,BYS34B,BYWRTNGA,BYTSTREL,BYMATHSE,BYS35B,BYTEAQUA,BYENGLSE,BYS34A,BYS31G,BYS36B,BYINCOME,BYS31C,BYFATHED,BYS35A,F1SCH_ID,BYA37D,BYA37A,BYA37B,BYA37C
56.94,1,18.0,9.0,-0.898,-9.0,-9.0,6.0,-9.0,-9.0,9.0,1.0,7.0,8,3.0,7.0,7.0,1272.0,2.0,2.0,2.0,2.0
64.35,1,10.0,10.0,1.001,0.521,1.7719999999999998,0.0,0.579,0.601,0.0,3.0,3.0,11,4.0,7.0,0.0,1272.0,2.0,2.0,2.0,2.0
74.83,1,21.0,11.0,1.9509999999999998,1.3530000000000002,0.544,5.0,1.607,0.078,10.0,2.0,3.0,11,3.0,8.0,8.0,1272.0,2.0,2.0,2.0,2.0
65.24,1,13.0,10.0,-0.21600000000000005,0.282,0.5710000000000001,6.0,0.324,-0.9329999999999999,3.0,3.0,7.0,8,5.0,4.0,3.0,1272.0,2.0,2.0,2.0,2.0
58.63,1,9.0,8.0,0.7040000000000001,-0.033,-0.867,1.0,0.324,-0.183,1.0,2.0,3.0,10,2.0,5.0,1.0,1272.0,2.0,2.0,2.0,2.0
63.99,1,16.0,15.0,1.9509999999999998,-0.033,-0.39299999999999996,2.0,0.069,1.4069999999999998,1.0,3.0,1.0,10,3.0,5.0,1.0,1272.0,2.0,2.0,2.0,2.0
66.52,1,2.0,1.0,0.052000000000000005,0.521,0.5710000000000001,1.0,0.324,0.331,1.0,1.0,0.0,10,1.0,3.0,1.0,1272.0,2.0,2.0,2.0,2.0
61.06,1,16.0,15.0,0.052000000000000005,-9.0,0.33299999999999996,6.0,-9.0,1.304,1.0,2.0,8.0,9,2.0,6.0,2.0,1281.0,2.0,2.0,3.0,1.0
52.75,1,3.0,2.0,-4.0,-1.796,-0.8959999999999999,1.0,-1.8230000000000002,-1.936,1.0,1.0,1.0,11,2.0,2.0,1.0,1281.0,2.0,2.0,3.0,1.0
64.91,1,5.0,2.0,0.052000000000000005,0.521,1.7719999999999998,1.0,0.324,-0.9490000000000001,3.0,1.0,1.0,11,2.0,5.0,1.0,1281.0,2.0,2.0,3.0,1.0
63.03,1,4.0,2.0,1.9509999999999998,0.282,0.7809999999999999,1.0,0.579,0.14300000000000002,2.0,4.0,1.0,11,4.0,4.0,0.0,1281.0,2.0,2.0,3.0,1.0
45.66,1,9.0,6.0,-4.0,0.282,-0.63,3.0,0.324,-0.9329999999999999,3.0,1.0,3.0,3,2.0,6.0,5.0,1281.0,2.0,2.0,3.0,1.0
71.5,1,15.0,15.0,1.9509999999999998,1.669,1.534,6.0,1.607,1.4069999999999998,0.0,3.0,12.0,12,2.0,8.0,0.0,1281.0,2.0,2.0,3.0,1.0
53.64,1,10.0,8.0,-4.0,-0.033,-0.608,8.0,0.324,-0.483,2.0,1.0,4.0,9,2.0,2.0,0.0,1281.0,2.0,2.0,3.0,1.0
49.46,1,1.0,1.0,-4.0,0.174,-0.8690000000000001,2.0,-0.163,-0.307,0.0,3.0,1.0,11,3.0,4.0,0.0,1281.0,2.0,2.0,3.0,1.0
64.83,1,11.0,10.0,1.9509999999999998,-9.0,-0.171,1.0,-9.0,1.5959999999999999,1.0,4.0,2.0,10,2.0,7.0,2.0,1281.0,2.0,2.0,3.0,1.0
30.17,1,-9.0,3.0,-4.0,-9.0,-0.813,6.0,-9.0,0.10099999999999999,20.0,1.0,6.0,10,3.0,2.0,10.0,1281.0,2.0,2.0,3.0,1.0
49.31,1,7.0,4.0,-4.0,0.282,-0.8690000000000001,4.0,0.324,-0.6409999999999999,3.0,1.0,2.0,7,1.0,6.0,2.0,1281.0,2.0,2.0,3.0,1.0
47.02,1,3.0,2.0,-4.0,-9.0,-1.831,1.0,-9.0,-1.122,1.0,3.0,0.0,11,3.0,4.0,1.0,1281.0,2.0,2.0,3.0,1.0
46.85,1,9.0,6.0,-4.0,-0.033,0.121,5.0,0.069,-0.3720000000000001,3.0,2.0,1.0,8,2.0,2.0,1.0,1282.0,2.0,3.0,3.0,1.0
34.45,1,-9.0,2.0,-1.3840000000000001,0.205,-0.63,0.0,0.324,-0.9329999999999999,1.0,3.0,1.0,7,3.0,5.0,1.0,1282.0,2.0,3.0,3.0,1.0
45.19,1,-9.0,26.0,-4.0,-9.0,1.7719999999999998,5.0,1.8619999999999999,1.5959999999999999,21.0,1.0,10.0,10,2.0,1.0,5.0,1282.0,2.0,3.0,3.0,1.0
48.74,1,27.0,15.0,-0.14300000000000002,-0.36,-0.14400000000000002,18.0,-0.835,-0.387,12.0,3.0,5.0,10,4.0,2.0,16.0,1282.0,2.0,3.0,3.0,1.0
65.42,1,7.0,5.0,1.756,0.521,1.7719999999999998,2.0,0.324,1.5959999999999999,2.0,3.0,2.0,9,5.0,1.0,2.0,1282.0,2.0,3.0,3.0,1.0
70.71,1,9.0,7.0,0.052000000000000005,1.401,1.7719999999999998,4.0,1.739,0.893,2.0,1.0,1.0,11,1.0,6.0,1.0,1291.0,3.0,3.0,3.0,3.0
59.68,1,20.0,20.0,1.001,0.282,-0.63,1.0,0.324,-0.552,0.0,1.0,1.0,10,1.0,2.0,0.0,1291.0,3.0,3.0,3.0,3.0
33.35,1,3.0,2.0,-9.0,-0.064,0.5710000000000001,1.0,-0.163,0.331,1.0,1.0,1.0,6,5.0,1.0,1.0,1291.0,3.0,3.0,3.0,3.0
61.64,1,8.0,2.0,0.052000000000000005,0.282,-9.0,1.0,0.579,-9.0,6.0,3.0,0.0,9,3.0,2.0,0.0,1291.0,3.0,3.0,3.0,3.0
44.81,1,3.0,2.0,-0.898,-0.648,-1.382,1.0,-0.28600000000000003,-1.7169999999999999,1.0,3.0,1.0,10,3.0,6.0,1.0,1291.0,3.0,3.0,3.0,3.0
40.02,1,18.0,14.0,0.052000000000000005,-0.8859999999999999,0.5710000000000001,1.0,-0.28600000000000003,-0.9329999999999999,4.0,1.0,2.0,11,1.0,6.0,0.0,1291.0,3.0,3.0,3.0,3.0
63.59,1,11.0,10.0,0.247,0.282,0.305,2.0,0.324,0.7040000000000001,1.0,4.0,2.0,11,4.0,7.0,1.0,1291.0,3.0,3.0,3.0,3.0
52.89,1,8.0,2.0,0.24100000000000002,0.205,1.561,1.0,0.324,1.081,6.0,4.0,1.0,9,5.0,6.0,1.0,1291.0,3.0,3.0,3.0,3.0
40.15,1,-9.0,1.0,-0.435,0.521,0.5710000000000001,1.0,0.579,0.331,14.0,5.0,1.0,9,3.0,2.0,1.0,1291.0,3.0,3.0,3.0,3.0
55.58,1,8.0,2.0,1.001,0.521,1.7719999999999998,1.0,0.324,0.8540000000000001,6.0,1.0,1.0,11,1.0,6.0,2.0,1291.0,3.0,3.0,3.0,3.0
46.09,1,10.0,10.0,-0.898,2.332,-0.128,3.0,2.094,0.44299999999999995,0.0,5.0,2.0,9,5.0,2.0,1.0,1291.0,3.0,3.0,3.0,3.0
31.62,1,2.0,2.0,-4.0,0.521,-0.63,2.0,0.324,-0.9329999999999999,0.0,1.0,2.0,10,2.0,2.0,0.0,1291.0,3.0,3.0,3.0,3.0
46.02,1,1.0,1.0,-1.463,0.282,-0.63,0.0,0.324,-1.383,0.0,1.0,0.0,11,5.0,2.0,0.0,1291.0,3.0,3.0,3.0,3.0
46.13,1,4.0,3.0,-0.898,-0.272,-0.42,2.0,0.579,-0.11800000000000001,1.0,3.0,4.0,10,5.0,2.0,2.0,1291.0,3.0,3.0,3.0,3.0
48.43,1,22.0,20.0,0.7040000000000001,0.868,0.36,5.0,0.302,0.5920000000000001,2.0,2.0,5.0,10,2.0,4.0,1.0,1291.0,3.0,3.0,3.0,3.0
64.9,1,7.0,5.0,0.052000000000000005,-0.914,-0.381,3.0,-1.09,-0.9329999999999999,2.0,5.0,2.0,9,5.0,6.0,1.0,1291.0,3.0,3.0,3.0,3.0
52.27,1,22.0,12.0,0.052000000000000005,1.985,-9.0,1.0,1.8619999999999999,0.18899999999999997,10.0,3.0,15.0,3,4.0,2.0,2.0,1291.0,3.0,3.0,3.0,3.0
53.01,1,10.0,5.0,-0.21600000000000005,1.3530000000000002,0.873,5.0,1.607,1.335,5.0,5.0,0.0,12,5.0,3.0,3.0,1292.0,2.0,3.0,3.0,3.0
45.91,1,3.0,2.0,-0.898,-1.5290000000000001,0.7809999999999999,1.0,-1.7,0.862,1.0,2.0,2.0,9,2.0,1.0,1.0,1292.0,1.0,3.0,3.0,1.0
46.35,1,0.0,0.0,-0.63,-2.6,-9.0,0.0,-3.237,-2.197,0.0,3.0,0.0,2,3.0,1.0,0.0,1292.0,1.0,3.0,3.0,2.0
62.04,1,2.0,1.0,1.001,0.313,-1.831,1.0,0.556,-0.183,1.0,4.0,1.0,12,5.0,2.0,3.0,1292.0,1.0,3.0,3.0,1.0
55.01,1,1.0,1.0,-0.332,1.135,1.7719999999999998,1.0,0.934,0.086,0.0,4.0,1.0,11,4.0,5.0,0.0,1292.0,2.0,3.0,3.0,2.0
49.4,1,2.0,0.0,0.7040000000000001,-0.033,0.24,0.0,0.324,-2.009,2.0,2.0,0.0,8,1.0,2.0,2.0,1292.0,1.0,1.0,1.0,2.0
51.32,1,2.0,1.0,-0.14300000000000002,-0.174,-0.63,1.0,-0.603,-0.868,1.0,4.0,1.0,12,4.0,8.0,1.0,1292.0,1.0,3.0,3.0,1.0
53.14,1,2.0,0.0,0.125,-0.648,-0.63,0.0,-0.541,-0.9329999999999999,2.0,5.0,0.0,11,3.0,6.0,0.0,1292.0,1.0,3.0,3.0,1.0
53.36,1,18.0,8.0,0.7040000000000001,0.282,0.12300000000000001,1.0,0.579,-0.19899999999999998,10.0,5.0,3.0,10,5.0,6.0,2.0,1292.0,1.0,2.0,2.0,2.0
58.03,1,6.0,1.0,-0.898,0.521,-0.17300000000000001,1.0,0.324,-0.8290000000000001,5.0,4.0,0.0,9,4.0,2.0,1.0,1292.0,2.0,3.0,3.0,2.0
55.45,1,5.0,4.0,1.001,0.282,-9.0,2.0,0.324,-9.0,1.0,4.0,1.0,10,3.0,6.0,2.0,1301.0,3.0,3.0,3.0,3.0
54.21,1,11.0,4.0,0.052000000000000005,-0.094,0.12300000000000001,2.0,-0.031,1.5959999999999999,7.0,5.0,1.0,10,5.0,2.0,1.0,1301.0,3.0,3.0,3.0,3.0
44.33,1,16.0,14.0,-0.898,-1.787,-1.1159999999999999,0.0,-0.773,0.18899999999999997,2.0,5.0,0.0,10,4.0,4.0,0.0,1301.0,3.0,3.0,3.0,3.0
36.48,1,3.0,0.0,-1.087,-2.094,-9.0,0.0,-2.6039999999999996,-9.0,3.0,4.0,3.0,6,5.0,2.0,1.0,1302.0,2.0,2.0,2.0,2.0
39.33,1,2.0,1.0,1.464,-1.261,-0.63,1.0,-1.3219999999999998,-0.9329999999999999,1.0,2.0,0.0,9,3.0,2.0,1.0,1302.0,2.0,2.0,2.0,2.0
36.97,1,3.0,2.0,0.7829999999999999,-0.363,-9.0,1.0,-1.028,0.331,1.0,3.0,1.0,8,2.0,8.0,1.0,1311.0,2.0,3.0,2.0,2.0
33.89,1,11.0,4.0,-0.898,-0.648,-9.0,2.0,-0.541,0.52,7.0,3.0,1.0,6,3.0,2.0,1.0,1311.0,1.0,3.0,2.0,1.0
28.6,1,1.0,1.0,0.052000000000000005,0.205,-0.14400000000000002,1.0,0.324,-0.38,0.0,3.0,1.0,7,3.0,2.0,1.0,1311.0,1.0,3.0,2.0,1.0
36.05,1,10.0,4.0,-0.13699999999999998,0.868,0.755,2.0,0.8109999999999999,1.5959999999999999,6.0,5.0,0.0,7,5.0,3.0,1.0,1311.0,1.0,3.0,2.0,1.0
38.16,1,6.0,4.0,0.052000000000000005,-0.332,-9.0,3.0,-0.28600000000000003,0.18899999999999997,2.0,3.0,4.0,5,5.0,2.0,1.0,1312.0,1.0,3.0,2.0,1.0
37.79,1,6.0,4.0,-0.63,-0.332,1.7719999999999998,2.0,-0.28600000000000003,-9.0,2.0,3.0,2.0,8,3.0,6.0,1.0,1312.0,2.0,2.0,2.0,2.0
38.25,1,-9.0,2.0,-0.13699999999999998,0.8370000000000001,-0.34299999999999997,1.0,0.069,-0.6559999999999999,0.0,3.0,1.0,10,3.0,3.0,5.0,1312.0,2.0,3.0,2.0,2.0
48.66,1,8.0,6.0,-1.652,-9.0,-9.0,4.0,-9.0,-9.0,2.0,2.0,6.0,9,2.0,5.0,1.0,1312.0,2.0,2.0,2.0,2.0
31.68,1,-9.0,26.0,-1.847,-0.9470000000000001,-9.0,0.0,-0.8959999999999999,-9.0,21.0,3.0,0.0,9,2.0,3.0,0.0,1312.0,2.0,2.0,2.0,2.0
49.23,1,5.0,5.0,-0.13699999999999998,-0.094,1.7719999999999998,1.0,-0.031,-0.9329999999999999,0.0,3.0,1.0,4,3.0,2.0,0.0,1312.0,2.0,3.0,3.0,2.0
46.54,1,2.0,1.0,-9.0,-1.5290000000000001,-0.63,1.0,-1.445,1.304,1.0,1.0,0.0,9,1.0,5.0,1.0,1321.0,2.0,3.0,2.0,3.0
47.48,1,-9.0,10.0,-4.0,0.282,0.5710000000000001,2.0,0.324,0.331,21.0,2.0,2.0,10,2.0,3.0,6.0,1321.0,1.0,3.0,1.0,1.0
58.14,1,15.0,10.0,-4.0,-0.064,-0.381,8.0,-0.41700000000000004,1.3419999999999999,5.0,1.0,0.0,8,1.0,2.0,4.0,1321.0,2.0,3.0,2.0,3.0
63.23,1,4.0,1.0,-4.0,0.282,1.7719999999999998,0.0,0.069,0.331,3.0,3.0,2.0,12,3.0,7.0,2.0,1322.0,2.0,3.0,2.0,2.0
40.04,1,9.0,3.0,-4.0,-9.0,-1.382,2.0,-9.0,-2.197,6.0,2.0,5.0,6,2.0,2.0,14.0,1322.0,2.0,3.0,2.0,2.0
34.25,1,8.0,2.0,-4.0,0.095,-0.63,1.0,0.139,-9.0,6.0,5.0,2.0,8,3.0,1.0,2.0,1322.0,2.0,3.0,2.0,2.0
28.28,1,7.0,1.0,-4.0,0.816,0.423,1.0,0.742,1.219,6.0,3.0,1.0,7,4.0,1.0,1.0,1322.0,2.0,3.0,2.0,2.0
52.62,1,6.0,4.0,-4.0,0.521,1.7719999999999998,1.0,0.579,0.331,2.0,5.0,1.0,5,4.0,2.0,1.0,1322.0,2.0,3.0,2.0,2.0
42.78,1,21.0,7.0,-4.0,1.371,1.561,1.0,1.252,1.5959999999999999,14.0,3.0,3.0,9,4.0,2.0,1.0,1322.0,2.0,3.0,2.0,2.0
32.37,1,2.0,1.0,-4.0,-0.033,-9.0,0.0,0.069,-9.0,1.0,1.0,0.0,8,1.0,2.0,1.0,1322.0,2.0,3.0,2.0,2.0
53.12,1,10.0,5.0,-4.0,1.055,-0.879,3.0,1.252,-1.4480000000000002,5.0,2.0,3.0,6,2.0,2.0,3.0,1322.0,2.0,3.0,2.0,2.0
54.78,1,5.0,3.0,-4.0,-9.0,-9.0,2.0,-9.0,-9.0,2.0,4.0,0.0,7,4.0,3.0,0.0,1322.0,2.0,3.0,2.0,2.0
44.94,1,13.0,10.0,-4.0,0.044000000000000004,-0.63,1.0,0.324,-0.9329999999999999,3.0,5.0,5.0,6,4.0,2.0,1.0,1322.0,2.0,3.0,2.0,2.0
57.18,1,6.0,1.0,-0.898,-0.033,-9.0,0.0,0.324,-9.0,5.0,2.0,0.0,4,2.0,2.0,3.0,1331.0,1.0,3.0,1.0,1.0
44.79,1,3.0,0.0,-9.0,0.5,1.06,0.0,0.742,-1.39,3.0,4.0,2.0,8,2.0,2.0,1.0,1331.0,1.0,3.0,1.0,1.0
60.58,1,15.0,14.0,1.9509999999999998,-9.0,1.7719999999999998,0.0,1.607,0.293,1.0,3.0,12.0,11,3.0,4.0,1.0,1331.0,1.0,3.0,1.0,1.0
57.94,1,8.0,5.0,0.812,0.521,-9.0,2.0,0.324,-9.0,3.0,1.0,2.0,10,1.0,2.0,1.0,1331.0,1.0,3.0,1.0,1.0
46.46,1,10.0,5.0,1.9509999999999998,-0.064,0.332,5.0,-0.163,0.151,5.0,3.0,5.0,11,4.0,6.0,5.0,1331.0,1.0,3.0,1.0,1.0
42.6,1,4.0,3.0,-1.847,1.985,0.36,3.0,1.8619999999999999,0.331,1.0,5.0,3.0,9,5.0,6.0,1.0,1331.0,1.0,3.0,1.0,1.0
59.2,1,23.0,15.0,1.9509999999999998,1.024,0.863,5.0,0.765,1.5959999999999999,8.0,1.0,6.0,10,2.0,2.0,2.0,1331.0,1.0,3.0,1.0,1.0
46.06,1,12.0,2.0,1.001,-0.033,-9.0,0.0,0.579,-9.0,10.0,3.0,0.0,9,4.0,4.0,2.0,1331.0,1.0,3.0,1.0,1.0
49.62,1,2.0,1.0,0.349,-0.995,-9.0,1.0,-0.773,-9.0,1.0,1.0,1.0,9,1.0,3.0,1.0,1331.0,1.0,3.0,1.0,1.0
58.9,1,13.0,5.0,0.733,-9.0,0.095,0.0,0.579,0.151,8.0,5.0,1.0,8,5.0,2.0,4.0,1331.0,1.0,3.0,1.0,1.0
67.57,1,6.0,2.0,-1.087,-1.104,-0.63,1.0,-0.958,-0.9329999999999999,4.0,1.0,0.0,8,1.0,4.0,2.0,1331.0,1.0,3.0,1.0,1.0
44.96,1,3.0,2.0,0.32,-0.541,-0.3670000000000001,1.0,-0.163,-0.672,1.0,4.0,1.0,9,5.0,3.0,1.0,1331.0,1.0,3.0,1.0,1.0
53.21,1,2.0,1.0,-0.898,0.282,0.636,1.0,0.324,0.585,1.0,4.0,1.0,5,4.0,2.0,2.0,1332.0,2.0,3.0,2.0,3.0
53.97,1,3.0,1.0,0.052000000000000005,-2.301,-1.5819999999999999,0.0,-2.372,0.585,2.0,2.0,0.0,5,1.0,8.0,5.0,1332.0,2.0,3.0,2.0,3.0
48.91,1,2.0,1.0,-4.0,-0.033,-0.63,1.0,0.324,-0.9329999999999999,1.0,3.0,0.0,9,3.0,6.0,0.0,1332.0,2.0,3.0,2.0,3.0
48.14,1,5.0,3.0,0.32,0.581,-0.08900000000000001,3.0,0.934,-0.191,2.0,5.0,1.0,10,5.0,2.0,1.0,1332.0,2.0,3.0,2.0,3.0
40.28,1,0.0,0.0,-4.0,-2.3609999999999998,-0.63,0.0,-2.727,-0.9329999999999999,0.0,4.0,0.0,10,4.0,2.0,0.0,1332.0,2.0,3.0,2.0,3.0
49.93,1,4.0,3.0,-0.13699999999999998,0.8370000000000001,1.085,3.0,0.324,1.335,1.0,1.0,4.0,9,1.0,2.0,2.0,1341.0,2.0,3.0,3.0,2.0
52.42,1,3.0,3.0,1.001,0.8370000000000001,-0.63,1.0,0.324,-0.3720000000000001,0.0,4.0,0.0,8,4.0,6.0,0.0,1341.0,2.0,3.0,3.0,2.0
31.78,1,-9.0,26.0,-1.3840000000000001,-0.064,-0.154,21.0,-0.163,-9.0,21.0,2.0,21.0,10,3.0,3.0,10.0,1341.0,2.0,3.0,3.0,2.0
59.58,1,3.0,1.0,0.052000000000000005,-0.648,-1.831,0.0,-0.031,1.5959999999999999,2.0,4.0,1.0,6,4.0,3.0,1.0,1341.0,2.0,3.0,3.0,2.0
50.75,1,3.0,2.0,1.0070000000000001,-0.995,-1.1059999999999999,2.0,-0.773,0.18899999999999997,1.0,1.0,2.0,5,1.0,2.0,1.0,1341.0,2.0,3.0,3.0,2.0
52.38,1,4.0,4.0,-4.0,1.985,-9.0,1.0,1.607,-9.0,0.0,2.0,1.0,7,3.0,7.0,0.0,1341.0,2.0,3.0,3.0,2.0
64.54,1,9.0,3.0,1.001,-0.094,0.5720000000000001,1.0,-0.28600000000000003,-0.11800000000000001,6.0,3.0,1.0,13,2.0,6.0,2.0,1342.0,3.0,3.0,3.0,1.0
59.71,1,15.0,5.0,1.001,0.521,1.7719999999999998,5.0,0.324,0.5920000000000001,10.0,1.0,1.0,7,2.0,2.0,3.0,1342.0,3.0,3.0,3.0,1.0
39.09,1,4.0,2.0,-0.13699999999999998,-0.679,0.121,1.0,-0.773,0.14300000000000002,2.0,1.0,1.0,6,1.0,2.0,1.0,1342.0,3.0,3.0,3.0,1.0
43.14,1,2.0,1.0,0.812,-0.995,-0.154,1.0,-1.028,-0.491,1.0,1.0,0.0,9,1.0,4.0,1.0,1342.0,3.0,3.0,3.0,1.0
48.37,1,3.0,1.0,0.812,-0.995,1.294,0.0,-0.773,0.585,2.0,3.0,2.0,9,3.0,2.0,9.0,1342.0,3.0,3.0,3.0,1.0
59.05,1,15.0,10.0,0.052000000000000005,0.521,1.7719999999999998,3.0,0.324,1.5959999999999999,5.0,1.0,3.0,10,2.0,2.0,1.0,1342.0,3.0,3.0,3.0,1.0
45.39,1,9.0,1.0,-1.166,0.47,-0.392,0.0,0.255,0.078,8.0,3.0,0.0,9,5.0,2.0,2.0,1342.0,3.0,3.0,3.0,1.0
38.13,1,-9.0,1.0,-1.652,-1.577,-9.0,0.0,-1.577,-9.0,10.0,1.0,0.0,12,1.0,4.0,5.0,1342.0,3.0,3.0,3.0,1.0
54.4,1,11.0,8.0,1.756,2.332,-1.1059999999999999,5.0,2.094,0.331,3.0,5.0,2.0,10,5.0,3.0,5.0,1351.0,2.0,3.0,3.0,3.0
39.23,1,5.0,2.0,-4.0,-0.033,-0.392,1.0,0.324,-0.111,3.0,4.0,2.0,8,5.0,2.0,1.0,1351.0,2.0,3.0,2.0,2.0
61.43,1,8.0,4.0,-4.0,0.868,1.5330000000000001,1.0,0.556,1.5959999999999999,4.0,5.0,0.0,10,5.0,7.0,2.0,1351.0,1.0,3.0,1.0,1.0
46.38,1,5.0,2.0,0.247,-1.153,1.3219999999999998,1.0,-0.835,1.4069999999999998,3.0,3.0,2.0,9,3.0,1.0,2.0,1351.0,2.0,3.0,3.0,3.0
48.09,1,7.0,4.0,-4.0,0.581,-1.621,2.0,0.934,-0.253,3.0,1.0,3.0,11,2.0,3.0,4.0,1351.0,2.0,2.0,3.0,2.0
40.58,1,10.0,3.0,-4.0,0.521,1.03,1.0,0.579,0.885,7.0,5.0,1.0,6,5.0,1.0,1.0,1352.0,2.0,3.0,1.0,3.0
28.05,1,3.0,1.0,-1.847,0.282,-0.63,1.0,0.324,-0.9329999999999999,2.0,3.0,1.0,8,3.0,2.0,1.0,1352.0,2.0,3.0,1.0,3.0
34.54,1,1.0,1.0,-4.0,-9.0,-9.0,1.0,-9.0,-9.0,0.0,3.0,1.0,5,2.0,6.0,0.0,1352.0,2.0,3.0,1.0,3.0
30.01,1,9.0,2.0,-4.0,-9.0,-9.0,1.0,-9.0,-9.0,7.0,3.0,1.0,8,3.0,1.0,1.0,1352.0,2.0,3.0,1.0,3.0
46.1,1,-9.0,10.0,0.125,0.598,-9.0,21.0,0.324,-9.0,21.0,2.0,9.0,3,3.0,1.0,21.0,1352.0,2.0,3.0,1.0,3.0
50.44,1,4.0,2.0,0.7040000000000001,1.985,1.7719999999999998,1.0,1.607,1.5959999999999999,2.0,3.0,1.0,10,4.0,3.0,1.0,1352.0,2.0,3.0,1.0,3.0
51.71,1,7.0,1.0,-4.0,1.985,-0.8690000000000001,1.0,1.607,-0.745,6.0,1.0,1.0,10,2.0,6.0,5.0,1361.0,1.0,3.0,2.0,1.0
60.99,1,21.0,18.0,1.001,1.7469999999999999,1.085,6.0,1.607,0.623,3.0,1.0,5.0,10,1.0,5.0,1.0,1361.0,3.0,3.0,2.0,3.0
50.0,1,25.0,20.0,0.046,-1.122,-0.392,5.0,-0.348,-0.9329999999999999,5.0,3.0,5.0,6,4.0,1.0,5.0,1361.0,3.0,3.0,3.0,2.0
53.66,1,18.0,13.0,-0.24600000000000002,0.282,-1.08,3.0,0.579,-0.11800000000000001,5.0,4.0,7.0,10,5.0,4.0,5.0,1361.0,2.0,3.0,1.0,3.0
64.52,1,10.0,3.0,1.001,0.282,1.03,1.0,0.324,1.4069999999999998,7.0,1.0,1.0,9,1.0,2.0,3.0,1361.0,2.0,3.0,2.0,2.0
59.81,1,20.0,10.0,1.464,-9.0,-9.0,5.0,-9.0,-9.0,10.0,3.0,5.0,10,4.0,7.0,3.0,1361.0,2.0,3.0,3.0,2.0
47.91,1,3.0,1.0,1.6540000000000001,0.948,0.14800000000000002,1.0,1.004,0.44299999999999995,2.0,3.0,1.0,10,3.0,6.0,1.0,1361.0,2.0,3.0,2.0,2.0
44.55,1,2.0,0.0,-1.847,-0.38,-0.392,0.0,-0.163,-1.187,2.0,2.0,0.0,7,2.0,4.0,1.0,1361.0,2.0,3.0,3.0,2.0
45.82,1,9.0,7.0,0.893,1.055,-0.39299999999999996,2.0,1.252,-0.214,2.0,4.0,3.0,6,5.0,1.0,2.0,1361.0,2.0,3.0,2.0,2.0
49.4,1,33.0,26.0,-4.0,1.985,-1.831,10.0,1.607,-2.197,10.0,3.0,10.0,3,2.0,1.0,5.0,1361.0,2.0,3.0,2.0,3.0
61.39,1,20.0,12.0,1.4880000000000002,0.521,-1.5819999999999999,1.0,0.324,-0.3720000000000001,8.0,1.0,1.0,11,1.0,6.0,1.0,1361.0,2.0,3.0,1.0,3.0
37.4,1,25.0,15.0,0.247,1.4509999999999998,1.2570000000000001,10.0,1.189,1.146,10.0,2.0,10.0,12,2.0,8.0,10.0,1361.0,2.0,3.0,3.0,2.0
51.52,1,5.0,2.0,-0.898,0.521,-0.381,2.0,0.579,-0.9329999999999999,3.0,5.0,2.0,5,5.0,1.0,5.0,1361.0,2.0,3.0,1.0,3.0
61.23,1,36.0,16.0,-4.0,0.282,-0.63,4.0,0.579,0.331,20.0,1.0,4.0,10,1.0,2.0,6.0,1361.0,3.0,3.0,3.0,2.0
50.78,1,13.0,5.0,0.326,-9.0,-9.0,2.0,-9.0,-9.0,8.0,5.0,1.0,9,3.0,4.0,2.0,1361.0,2.0,3.0,2.0,2.0
48.29,1,3.0,2.0,0.052000000000000005,0.282,-9.0,1.0,0.069,-9.0,1.0,3.0,0.0,8,4.0,8.0,1.0,1362.0,2.0,3.0,1.0,3.0
55.55,1,4.0,3.0,-4.0,-0.272,-0.8690000000000001,1.0,0.579,-0.672,1.0,1.0,1.0,12,1.0,5.0,0.0,1362.0,2.0,3.0,2.0,3.0
41.61,1,11.0,1.0,-4.0,0.282,-1.078,0.0,0.579,-0.40299999999999997,10.0,3.0,0.0,12,3.0,2.0,7.0,1362.0,2.0,3.0,1.0,3.0
51.81,1,5.0,1.0,-4.0,0.521,1.2570000000000001,5.0,0.324,0.601,4.0,4.0,1.0,9,3.0,6.0,5.0,1362.0,2.0,3.0,1.0,3.0
48.17,1,10.0,2.0,-4.0,-1.5290000000000001,0.5710000000000001,2.0,-1.445,-1.486,8.0,1.0,1.0,9,1.0,2.0,1.0,1362.0,2.0,3.0,2.0,2.0
40.12,1,11.0,1.0,-4.0,0.282,-0.63,1.0,0.324,0.331,10.0,2.0,0.0,11,2.0,5.0,5.0,1362.0,2.0,3.0,2.0,3.0
38.53,1,10.0,2.0,-4.0,0.205,-0.171,3.0,0.324,-0.672,8.0,5.0,1.0,6,5.0,1.0,2.0,1362.0,2.0,3.0,1.0,3.0
65.57,1,18.0,8.0,-4.0,-1.4980000000000002,-9.0,4.0,-0.958,-9.0,10.0,3.0,2.0,10,4.0,4.0,6.0,1362.0,2.0,2.0,2.0,2.0
56.59,1,6.0,2.0,1.9509999999999998,0.8370000000000001,-0.365,1.0,0.324,-0.664,4.0,4.0,1.0,11,3.0,4.0,1.0,1362.0,2.0,3.0,2.0,3.0
47.95,1,3.0,2.0,-4.0,-0.9640000000000001,-0.867,2.0,-0.031,0.82,1.0,5.0,1.0,9,5.0,2.0,1.0,1362.0,2.0,3.0,2.0,2.0
37.31,1,17.0,9.0,-4.0,-3.1010000000000004,-9.0,0.0,-3.469,-9.0,8.0,3.0,5.0,10,2.0,5.0,5.0,1371.0,2.0,3.0,1.0,3.0
